Emotion,author,Sentence
surprise,shortymay,Officially out of my apt  Learned some stuff about the crazy neighbors that used to live across the hall....scary!
surprise,lschuyler,Oh no! My kindergarten teacher died  Mrs. Collinson always remembered every student she ever had. Loved that lady.
surprise,catieluna,The chicken noodle soup I made for lunch to feel better just burned my tongue . . .not a good day.
surprise,cruisesbytoni,gogowww how come we can't have deals like that from Houston?
surprise,jamesy_duh,I dont think he's ganna text me.
surprise,axsawyer,"My poor heather, she didnt make the cheerleading squad. Im sorry babygirl. Maybe next year"
surprise,benfulghum,On the way back to dublin Omg didnt hit the bed until 530  so i am so sleepy   but once again on the road back to good ole  dublin :-p ...
surprise,PixelDoggy,"OK, my boo-boo: Daddy took his dental bridge-front tooth- out and forgot it on the table.  Uh-Oh, shiney plastic for me to chew! I sawwy"
surprise,ephaw,@channisaulfah Not even better than Kapsel cha  Dy nulis notes? Spertinya gw ga ditag cuz g ada notificationnya... Huhu.
surprise,UbikYeah,@GrafittiMySoul Hell if I know. @callunax I'm suffering
surprise,MsElvisFrshly,@Fazenastynas no  and i remember that one too! shit was so fun. i got aladdin! - TOO fun omg. now i wanna play
surprise,shinsh0ku,holy crap. where did all my time go? =/ gta4 has sucked away my life.. and wasted a whole week! ...i wish i had more self control
surprise,mrbradgoreski,@alenadoma apparently a looong time seeing as they seem to be everywhere except LA
surprise,alexlacasse,http://twitpic.com/66sls - @megelin and I just saw this monster dog in the park
surprise,IconShe,ok so my appointment WAS at 12pm why am I still waiting 2 get my hair done. Wish everyone know the meaning of on time. I was here early 2
surprise,lrv94,AHHHH! Cant find anything because I have way too much open
surprise,donnasfineart,Hi ya twitt's..so leaving sat morning here in TX..sad  I guess gotta really find a job now..if anyone in Atlanta needs a great designer..
surprise,Figmom,Yesterday I heard a song about taking a base onto a plane. Can someone help me find it? I don't know anything else about it.
surprise,JoshSemans,"@catashton I got my film developed at asda, half of them are just gray!! And some have a black box on the top half  why?"
surprise,twinkljiawenni,TGIF Resto here at home is dayuummm expensive!
surprise,EzzieB,i cant believe this woman talked me into getting a different hairstyle...real talk though...i have no clue of what to do with my hair
surprise,baldwinm,"Wishing I could be in NOLA this weekend  oh well, I'll be there Tuesday!"
surprise,tarynvonfabu,"Im going to go to bed again, ear (both) infection, I am completely dizzy, yyyyuck! My stomach is hurting too  Peace-out loves"
surprise,Pedroperrito,I made it six days in a row w/out an accident in the house and then pops took me to a strange place and didn't give me time after b-fast
surprise,happyherbivore,If I &quot;unfollowed&quot; you - its NOT on purpose. Something fishy is going on with my Tweet Deck !! Let me know if I &quot;unfollowed&quot; you.
surprise,stidrill,Is there ever going to be another production of The Last 5 Years in NY????????? I still haven't seen it
surprise,wilkinsonjk,What a dreary day in LA. Where did all our sunshine go?
surprise,marlenacs,Take that back on the cast...one dropped last night!
surprise,Kloecor,@AngelIbarra @ZombieNicholas DUBLIN TOMORROW!! Cant wait.. hope ye are excited  Been over a year since last time
surprise,AlfieJG,@LenaAlli i dont even know now lenaaa  when you going clothes show?
surprise,kreativlink,@lovessunflowers Oh no! Dead muffins ... how sad
surprise,colocelt,"@JCinQC it is far from downtown, 30-40 minutes or so  and they do have veggie burgers"
surprise,dreambunny34d,hangover today
surprise,Erika_is_crazy,sucks that i don't have a drawing tablet!
surprise,poketh,@francecino its alright babes &gt;&lt; boo. im gonna leave agaiiiiin
surprise,saralee_twitt3r,slept for almost 11 hours straight and still tired ! better not be getting sick
surprise,Tooun,"a guy called me AD-HD kid earlier today, and that hurts"
surprise,PrettyJnel,Anybody seen @MissPlush??? Where is my Twinster
surprise,jlakritz,"What a day! #dayofservice completed, and now aching all over! Clearing trees around a beautiful lake. Splitting headache now tho"
surprise,barappa,Whoops - I got sunburnt
surprise,halbpro,@kadders Aw  it was actually what I read at first
surprise,chrissyhammond,@lpostlethwaite no I wish. Just a van that comes round. We missed him
surprise,seanpeterjohn,@jamie_oliver damn i got it right! i suppose i took to long to reply  lol
surprise,BlueyedCass85,@RachelSexton FRUITY PEBBLES?! What? Over Lucky Charms
surprise,melaniejoydv,@officialTila cant believe tila tequila was in ct and i didnt know... so upset
surprise,danipoynterjudd,@Mcfreak_ oh i read that
surprise,indycolecash,@RoxxiNikki It's a lie just like the restaraunt named &quot;Garfields&quot;... he is nowhere to be found
surprise,CagedBirdSing,and because I wasn't having a bad enough time last night my body decided it wanted to be sick
surprise,ClaireJeepChick,"@BiGVixXen Like double posting on twitter?  ;)  lol.  Not me, I don't take anything."
surprise,erkagarcia,"@tommcfly I'm running out of things to say, and I'm starting to think you'll hate me for flooding your inbox with &quot;Philippines tour?&quot;"
surprise,sleepjunky,@kingstonpaul Damn! I wish I were going! Found out too late to get wranglers for my kids and @bobalert.  I miss #mountainjam every year!
surprise,clueless_bimbo,"@30SECONDSTOMARS ohoh i missed all ur tweets  im gonna have to stay awake all night to see the announcement now, damn time difference"
surprise,nattymsmith,@jasminepotts hahahaa i was sitting outside from 2-4 and then came in for a bit haha was out a while ago but dads cutting the grass now
surprise,mateaar,"thanks iPhone, you kept me up till 1 am. Asshole."
surprise,michaelaXD,wow we r watching the outsiders  smelly english.
surprise,for_no_one1014,@sparklej man i cant go on sunday cause im helping out all day at the piano recital. this sucks
surprise,acreativemuse,@Ceadda say it isn't so!
surprise,leBeckster,@tinchystryder .. Eh .. have u never heard of Belfast..? Where like EVERYONE loves you!?!
surprise,linzi83,thinks revising in the garden from 8 this morning without sunscreen isnt the best idea ive had  oucccccccch
surprise,Dutchrudder,@marginatasnaily the wives aunts 40th
surprise,CohoCat,No more Mtn. Dew in mini-fridge.
surprise,innabinna,@caitdog13 lucky! been beggin for jury duty for years...they dont ever send me notices! just notices for other people to my address!
surprise,audreythebaby,@lynstephaniewoo yes! sober HAHAHA tanghaling tapat dude! haha WILD. i don't knowwww  plan plan  before you go to US!
surprise,DissidentFury,Akh! I woke up and missed so much of Sayed Hassan's speech
surprise,JakeJacobsVI,@turhangross Wow! Some person u are!
surprise,vonilicious,Playing hooky from work again so we can go see UP. I hope we get along.
surprise,DezieLove,There is a sadness in the air at school  but I got two awards!!
surprise,christabellz,@twilightgossip sad about young love coming to an end  They were sooo cute together!
surprise,hspak,gah! didn't realize my meeting was from 9-12
surprise,dylanxtra,@electra126 As long as you take me with you
surprise,miawoods2005,Sitting next to a man with a Kindle II...I don't know if I've ever been this jealous
surprise,lynseygibson,@honytawk why do we need to wait another year for toy story 3?!
surprise,baskew,@HerDesign no one I know likes boiled peanuts t.
surprise,_BBreezy,@Beaker1982 Not yet.   Did you?
surprise,LauRenxExCarter,"@laurengotgiftz o_O thats cool. Dang, iHave to clean my room now  lol, but good luck w/those jobs gurl"
surprise,Nii_x_ckk,Making my boyfriend look different.  He's  cute no matter what. &lt;3
surprise,cardiacheart,Must. get. up.
surprise,SydniMichael,why did I ever delete my twitter?
surprise,vshankar90,@RodrigoVaca I agree. Everybody would've been excited and then it goes... ohhhh nooooo..... MS screws up again..
surprise,courtknee18u2,@twobdesired I did wake up but i appear to have missed you by not much!
surprise,seanpadilla,"@fattonyrap I'm just a couple bus stops away from an LC, but I didn't realize that until about a month or so ago"
surprise,Kermit_105,OMG...the heater in my room has been on all day while i was at school &amp; now it's boiling
surprise,jcaf40,@brandyinboise How did you swing those? We didn't get that close.
surprise,junhao9951,I think I juz missed my last bus  .. Need to walk home sia - http://tweet.sg
surprise,GlassCamel,"Oh, ouch. That hurt.  Damn washing machine is out to get me!  &lt;.&lt;    &gt;.&gt;"
surprise,blueyes8279,The pool doesnt open til tomorrow!
surprise,jon_thompson_uk,"The young lady in the local Chinese taking orders is, it has to be said, very cute indeed. Pity I'm probably twice her age"
surprise,BeOWT,@kennyblak We wasnt invited to yall get togethers either! Then @tnlos and @josmoke was playin security and told us to be quiet!!
surprise,angelique1936,@scythianmusic PLEASE come to Minneapolis/St. Paul area!!!! I looked on your schedule but I don't see anything close anytime soon.
surprise,xshay,@peterloggins ... schedule says 10:30 class? I will be late for 10  #campjitterbug
surprise,lyoko37,I work in one hour
surprise,JakeJacobsVI,@loldarian oh ok  I guess next time then!
surprise,VickyCheng,@katyb_ haha tell me about. I've had this feeling everyday of this week
surprise,Yellowfang,The comp deleted half my apps
surprise,christinaaaaa,@cassendraaa YES QUITE HOT WHAT. and ya la gays are the in thing.
surprise,bethanysaurus88,Well done doing blood work..its hot out again
surprise,UncleJago,broke my gorilla pod  and I think one Lego Knight lost his helmet
surprise,RLKeane,wants this summer to actually have some sun in it
surprise,rebekah_nic,@Ferarro Is that why your blog is set to private?
surprise,leenrox,"omg, my right hear us blocked and it's so annoying. what i i wake up deaf?"
surprise,Soph4Soph,@that_kat why not??  xxx
surprise,willlewis,"@natalietran hey Nat, just wondering, why are your videos never available on the iPhone?"
surprise,brownclemmer,@mawbooks I want a copy to read! I can't find it at my little library.  #bea09
surprise,ljsgermanjj,@cocodkr the vid-link is not working  but snatched some people to follow off your list ;P
surprise,omgsage,Ugh its really hot today already and its not even noon yet  i want ice water!
surprise,hamaddar,"@awaisnaseer I had mailed @badar76 for something, you got the e-mail, I didn't which should probly mean I won't get it"
surprise,tylersorrells,Can't believe i'm spending my lunch break inside @ my desk
surprise,ApplePieFriday,Why doesn't McDonald's make PINEAPPLE pies?
surprise,elilicious,"@MetromixOrlando ok cause the one  S orange is still open. Whew, you just scared me. Sorry the one by you closed"
surprise,gopjr007,just woke up to a flat tire
surprise,wiscorican,"Awww NOOO, not my Venus        Will redemption come in doubles?"
surprise,amourirlandais,@tealshocked thats because im getting a new phone since my other phone dont work at all
surprise,itsbadmojo,is at the beach watching Xmen Origins and drinking orange juice with no pulp
surprise,vibanez,@jury323 ommg gurll why aren't u going how sad
surprise,LadyKay29,"@crystaaale dude, that's eff'ed up. LOL @ chris browning you. We live so far apart and Im afraid to fly"
surprise,hamaddar,"@awaisnaseer I mailed @badar76 for some help, you got reply right now from him, I didn't get, which should probly mean I won't get it"
surprise,arniearns16,"@jerwjr Yes.  Me too. I can't understand why they have to do that. I mean, I know it's all about Hollywood, but this thing is called love."
surprise,SuFiGirl35,@LadyLogan awwwwww i wish her to be safe while shes gone n hugs to u must of been hard to say goodbye
surprise,weezicar,where did the rain go??
surprise,mlo4a,Dance Flick actually NOT that good!
surprise,shawtyslim,"Chinese Lunch Buffet: $4.50 - Add a soda $1.25 - Noticing the Health Inspection score of 81 as I walk out with my bag, Priceless ....."
surprise,funkybrownchick,"BTW, for the record, can I just say I have waaay too many clothes.  While packing, found a green boa &amp; a 22&quot; velvet and black corset."
